'Elapsed time','MLII','V5'
'0:43.612',4.685,4.770
'0:43.616',4.695,4.770
'0:43.620',4.690,4.760
'0:43.624',4.700,4.765
'0:43.628',4.710,4.770
'0:43.632',4.715,4.755
'0:43.636',4.690,4.740
'0:43.640',4.695,4.745
'0:43.644',4.700,4.745
'0:43.648',4.700,4.735
'0:43.652',4.675,4.725
'0:43.656',4.670,4.715
'0:43.660',4.690,4.720
'0:43.664',4.710,4.715
'0:43.668',4.695,4.705
'0:43.672',4.685,4.695
'0:43.676',4.690,4.690
'0:43.680',4.680,4.680
'0:43.684',4.680,4.675
'0:43.688',4.670,4.680
'0:43.692',4.685,4.675
'0:43.696',4.695,4.675
'0:43.700',4.700,4.675
'0:43.704',4.680,4.670
'0:43.708',4.680,4.700
'0:43.712',4.705,4.705
'0:43.716',4.700,4.695
'0:43.720',4.700,4.695
'0:43.724',4.700,4.720
'0:43.728',4.725,4.745
'0:43.732',4.720,4.755
'0:43.736',4.725,4.755
'0:43.740',4.755,4.770
'0:43.744',4.770,4.785
'0:43.748',4.790,4.795
'0:43.752',4.795,4.790
'0:43.756',4.790,4.795
'0:43.760',4.800,4.815
'0:43.764',4.810,4.810
'0:43.768',4.810,4.800
'0:43.772',4.805,4.810
'0:43.776',4.830,4.830
'0:43.780',4.840,4.825
'0:43.784',4.830,4.815
'0:43.788',4.820,4.810
'0:43.792',4.830,4.825
'0:43.796',4.835,4.820
'0:43.800',4.835,4.815
'0:43.804',4.805,4.810
'0:43.808',4.810,4.825
'0:43.812',4.820,4.815
'0:43.816',4.825,4.810
'0:43.820',4.800,4.805
'0:43.824',4.800,4.820
'0:43.828',4.820,4.820
'0:43.832',4.805,4.805
'0:43.836',4.810,4.800
'0:43.840',4.805,4.805
'0:43.844',4.815,4.815
'0:43.848',4.820,4.810
'0:43.852',4.800,4.795
'0:43.856',4.810,4.800
'0:43.860',4.815,4.800
'0:43.864',4.820,4.800
'0:43.868',4.795,4.790
'0:43.872',4.785,4.795
'0:43.876',4.800,4.785
'0:43.880',4.800,4.795
'0:43.884',4.780,4.790
'0:43.888',4.770,4.780
'0:43.892',4.785,4.785
'0:43.896',4.795,4.785
'0:43.900',4.790,4.780
'0:43.904',4.755,4.770
'0:43.908',4.765,4.780
'0:43.912',4.770,4.770
'0:43.916',4.765,4.775
'0:43.920',4.750,4.770
'0:43.924',4.775,4.780
'0:43.928',4.795,4.780
'0:43.932',4.775,4.770
'0:43.936',4.770,4.760
'0:43.940',4.770,4.770
'0:43.944',4.775,4.780
'0:43.948',4.785,4.785
'0:43.952',4.775,4.770
'0:43.956',4.770,4.770
'0:43.960',4.775,4.790
'0:43.964',4.780,4.785
'0:43.968',4.765,4.775
'0:43.972',4.755,4.760
'0:43.976',4.780,4.775
'0:43.980',4.790,4.770
'0:43.984',4.805,4.760
'0:43.988',4.805,4.765
'0:43.992',4.820,4.780
'0:43.996',4.840,4.780
'0:44.000',4.845,4.775
'0:44.004',4.825,4.765
'0:44.008',4.850,4.790
'0:44.012',4.875,4.800
'0:44.016',4.880,4.785
'0:44.020',4.880,4.785
'0:44.024',4.885,4.810
'0:44.028',4.895,4.810
'0:44.032',4.900,4.800
'0:44.036',4.875,4.790
'0:44.040',4.875,4.820
'0:44.044',4.890,4.835
'0:44.048',4.895,4.835
'0:44.052',4.895,4.840
'0:44.056',4.905,4.840
'0:44.060',4.920,4.825
'0:44.064',4.890,4.815
'0:44.068',4.840,4.800
'0:44.072',4.820,4.800
'0:44.076',4.810,4.815
'0:44.080',4.800,4.805
'0:44.084',4.780,4.780
'0:44.088',4.770,4.780
'0:44.092',4.770,4.795
'0:44.096',4.775,4.800
'0:44.100',4.770,4.800
'0:44.104',4.750,4.785
'0:44.108',4.755,4.795
'0:44.112',4.750,4.795
'0:44.116',4.750,4.790
'0:44.120',4.735,4.780
'0:44.124',4.750,4.795
'0:44.128',4.760,4.800
'0:44.132',4.750,4.785
'0:44.136',4.750,4.780
'0:44.140',4.750,4.770
'0:44.144',4.745,4.765
'0:44.148',4.710,4.730
'0:44.152',4.660,4.710
'0:44.156',4.655,4.685
'0:44.160',4.650,4.680
'0:44.164',4.600,4.690
'0:44.168',4.520,4.755
'0:44.172',4.540,4.895
'0:44.176',4.660,5.010
'0:44.180',4.835,5.105
'0:44.184',5.075,5.225
'0:44.188',5.430,5.365
'0:44.192',5.800,5.380
'0:44.196',5.950,5.090
'0:44.200',5.970,4.965
'0:44.204',5.215,4.655
'0:44.208',4.735,4.720
'0:44.212',4.605,4.760
'0:44.216',4.650,4.760
'0:44.220',4.705,4.760
'0:44.224',4.725,4.765
'0:44.228',4.735,4.775
'0:44.232',4.725,4.770
'0:44.236',4.720,4.755
'0:44.240',4.715,4.770
'0:44.244',4.720,4.780
'0:44.248',4.730,4.775
'0:44.252',4.720,4.775
'0:44.256',4.715,4.770
'0:44.260',4.725,4.790
'0:44.264',4.720,4.785
'0:44.268',4.710,4.770
'0:44.272',4.700,4.785
'0:44.276',4.720,4.790
'0:44.280',4.725,4.790
'0:44.284',4.720,4.780
'0:44.288',4.720,4.785
'0:44.292',4.735,4.800
'0:44.296',4.735,4.790
'0:44.300',4.730,4.790
'0:44.304',4.705,4.780
'0:44.308',4.710,4.795
'0:44.312',4.730,4.805
'0:44.316',4.735,4.790
'0:44.320',4.720,4.785
'0:44.324',4.725,4.785
'0:44.328',4.730,4.795
'0:44.332',4.730,4.785
'0:44.336',4.725,4.775
'0:44.340',4.730,4.785
'0:44.344',4.740,4.790
'0:44.348',4.740,4.785
'0:44.352',4.730,4.760
'0:44.356',4.735,4.765
'0:44.360',4.740,4.780
'0:44.364',4.735,4.765
'0:44.368',4.730,4.750
'0:44.372',4.720,4.750
'0:44.376',4.725,4.755
'0:44.380',4.730,4.745
'0:44.384',4.720,4.735
'0:44.388',4.720,4.725
'0:44.392',4.720,4.735
'0:44.396',4.730,4.725
'0:44.400',4.730,4.720
'0:44.404',4.700,4.700
'0:44.408',4.695,4.695
'0:44.412',4.700,4.705
'0:44.416',4.710,4.690
'0:44.420',4.700,4.675
'0:44.424',4.705,4.690
'0:44.428',4.720,4.680
'0:44.432',4.715,4.695
'0:44.436',4.715,4.690
'0:44.440',4.725,4.720
'0:44.444',4.750,4.740
'0:44.448',4.755,4.755
'0:44.452',4.760,4.755
'0:44.456',4.775,4.770
'0:44.460',4.790,4.800
'0:44.464',4.805,4.805
'0:44.468',4.815,4.805
'0:44.472',4.810,4.810
'0:44.476',4.840,4.835
'0:44.480',4.845,4.845
'0:44.484',4.860,4.835
'0:44.488',4.860,4.840
'0:44.492',4.870,4.860
'0:44.496',4.890,4.875
'0:44.500',4.895,4.870
'0:44.504',4.880,4.855
'0:44.508',4.895,4.880
'0:44.512',4.900,4.875
'0:44.516',4.895,4.875
'0:44.520',4.875,4.865
'0:44.524',4.895,4.870
'0:44.528',4.910,4.875
'0:44.532',4.895,4.865
'0:44.536',4.890,4.870
'0:44.540',4.885,4.870
'0:44.544',4.890,4.880
'0:44.548',4.900,4.870
'0:44.552',4.890,4.855
'0:44.556',4.885,4.870
'0:44.560',4.890,4.875
'0:44.564',4.890,4.865
'0:44.568',4.880,4.870
'0:44.572',4.875,4.860
'0:44.576',4.880,4.865
'0:44.580',4.890,4.870
'0:44.584',4.875,4.865
'0:44.588',4.875,4.860
'0:44.592',4.875,4.865
'0:44.596',4.880,4.855
'0:44.600',4.880,4.850
'0:44.604',4.865,4.845
'0:44.608',4.860,4.865
'0:44.612',4.880,4.860
'0:44.616',4.875,4.845
'0:44.620',4.860,4.840
'0:44.624',4.860,4.850
'0:44.628',4.870,4.865
'0:44.632',4.865,4.850
'0:44.636',4.855,4.845
'0:44.640',4.860,4.845
'0:44.644',4.870,4.845
'0:44.648',4.865,4.855
'0:44.652',4.860,4.845
'0:44.656',4.855,4.860
'0:44.660',4.865,4.865
'0:44.664',4.865,4.860
'0:44.668',4.855,4.845
'0:44.672',4.845,4.840
'0:44.676',4.855,4.870
'0:44.680',4.865,4.860
'0:44.684',4.855,4.860
'0:44.688',4.840,4.855
'0:44.692',4.840,4.865
'0:44.696',4.860,4.870
'0:44.700',4.865,4.880
'0:44.704',4.875,4.850
'0:44.708',4.895,4.865
'0:44.712',4.925,4.865
'0:44.716',4.920,4.865
'0:44.720',4.920,4.855
'0:44.724',4.925,4.860
'0:44.728',4.950,4.880
'0:44.732',4.960,4.885
'0:44.736',4.965,4.880
'0:44.740',4.980,4.900
'0:44.744',4.995,4.910
'0:44.748',5.000,4.910
'0:44.752',4.980,4.890
'0:44.756',4.970,4.885
'0:44.760',4.960,4.915
'0:44.764',4.960,4.920
'0:44.768',4.945,4.910
'0:44.772',4.965,4.930
'0:44.776',4.970,4.945
'0:44.780',4.980,4.940
'0:44.784',4.990,4.915
'0:44.788',4.995,4.900
'0:44.792',4.960,4.915
'0:44.796',4.930,4.915
'0:44.800',4.925,4.905
'0:44.804',4.885,4.885
'0:44.808',4.865,4.885
'0:44.812',4.865,4.890
'0:44.816',4.855,4.890
'0:44.820',4.850,4.870
'0:44.824',4.845,4.880
'0:44.828',4.850,4.895
'0:44.832',4.835,4.875
'0:44.836',4.830,4.865
'0:44.840',4.820,4.875
'0:44.844',4.830,4.885
'0:44.848',4.830,4.875
'0:44.852',4.815,4.870
'0:44.856',4.805,4.870
'0:44.860',4.830,4.885
'0:44.864',4.835,4.880
'0:44.868',4.830,4.860
'0:44.872',4.810,4.840
'0:44.876',4.805,4.820
'0:44.880',4.755,4.790
'0:44.884',4.710,4.760
'0:44.888',4.660,4.820
'0:44.892',4.630,4.955
'0:44.896',4.695,5.100
'0:44.900',4.735,5.150
'0:44.904',5.095,5.355
'0:44.908',5.440,5.510
'0:44.912',5.820,5.530
'0:44.916',6.005,5.270
'0:44.920',5.870,4.885
'0:44.924',5.350,4.785
'0:44.928',4.835,4.820
'0:44.932',4.635,4.815
'0:44.936',4.665,4.820
'0:44.940',4.740,4.845
'0:44.944',4.780,4.850
'0:44.948',4.770,4.835
'0:44.952',4.760,4.820
'0:44.956',4.765,4.820
'0:44.960',4.780,4.830
'0:44.964',4.770,4.830
'0:44.968',4.765,4.815
'0:44.972',4.760,4.825
'0:44.976',4.760,4.830
'0:44.980',4.770,4.830
'0:44.984',4.755,4.815
'0:44.988',4.760,4.825
'0:44.992',4.765,4.850
'0:44.996',4.760,4.835
'0:45.000',4.760,4.830
'0:45.004',4.760,4.820
'0:45.008',4.755,4.825
'0:45.012',4.760,4.840
'0:45.016',4.770,4.815
'0:45.020',4.750,4.815
'0:45.024',4.765,4.820
'0:45.028',4.765,4.830
'0:45.032',4.780,4.830
'0:45.036',4.770,4.820
'0:45.040',4.760,4.825
'0:45.044',4.765,4.835
'0:45.048',4.765,4.825
'0:45.052',4.760,4.810
'0:45.056',4.750,4.825
'0:45.060',4.760,4.825
'0:45.064',4.765,4.825
'0:45.068',4.760,4.800
'0:45.072',4.760,4.810
'0:45.076',4.770,4.815
'0:45.080',4.775,4.815
'0:45.084',4.765,4.795
'0:45.088',4.765,4.800
'0:45.092',4.785,4.800
'0:45.096',4.790,4.805
'0:45.100',4.785,4.795
'0:45.104',4.775,4.780
'0:45.108',4.775,4.785
'0:45.112',4.790,4.780
'0:45.116',4.770,4.765
'0:45.120',4.765,4.755
'0:45.124',4.770,4.780
'0:45.128',4.780,4.770
'0:45.132',4.765,4.760
'0:45.136',4.765,4.740
'0:45.140',4.750,4.745
'0:45.144',4.775,4.740
'0:45.148',4.770,4.740
'0:45.152',4.760,4.720
'0:45.156',4.755,4.720
'0:45.160',4.770,4.725
'0:45.164',4.775,4.725
'0:45.168',4.775,4.720
'0:45.172',4.770,4.735
'0:45.176',4.785,4.755
'0:45.180',4.795,4.770
'0:45.184',4.790,4.770
'0:45.188',4.795,4.785
'0:45.192',4.810,4.820
'0:45.196',4.830,4.830
'0:45.200',4.840,4.830
'0:45.204',4.845,4.830
'0:45.208',4.855,4.845
'0:45.212',4.880,4.865
'0:45.216',4.885,4.860
'0:45.220',4.875,4.865
'0:45.224',4.885,4.870
'0:45.228',4.905,4.875
'0:45.232',4.895,4.880
'0:45.236',4.885,4.875
'0:45.240',4.890,4.885
'0:45.244',4.900,4.885
'0:45.248',4.910,4.875
'0:45.252',4.895,4.870
'0:45.256',4.890,4.885
'0:45.260',4.895,4.890
'0:45.264',4.900,4.890
'0:45.268',4.890,4.870
'0:45.272',4.890,4.865
'0:45.276',4.890,4.880
'0:45.280',4.890,4.885
'0:45.284',4.890,4.885
'0:45.288',4.875,4.880
'0:45.292',4.895,4.885
'0:45.296',4.885,4.875
'0:45.300',4.880,4.875
'0:45.304',4.870,4.865
'0:45.308',4.870,4.880
'0:45.312',4.870,4.875
'0:45.316',4.865,4.880
'0:45.320',4.855,4.870
'0:45.324',4.860,4.875
'0:45.328',4.875,4.890
'0:45.332',4.860,4.875
'0:45.336',4.855,4.865
'0:45.340',4.850,4.865
'0:45.344',4.855,4.875
'0:45.348',4.860,4.870
'0:45.352',4.845,4.860
'0:45.356',4.835,4.860
'0:45.360',4.845,4.880
'0:45.364',4.840,4.870
'0:45.368',4.840,4.845
'0:45.372',4.830,4.850
'0:45.376',4.845,4.875
'0:45.380',4.840,4.870
'0:45.384',4.825,4.850
'0:45.388',4.820,4.855
'0:45.392',4.845,4.860
'0:45.396',4.850,4.865
'0:45.400',4.845,4.865
'0:45.404',4.825,4.855
'0:45.408',4.835,4.860
'0:45.412',4.845,4.870
'0:45.416',4.845,4.850
'0:45.420',4.825,4.860
'0:45.424',4.825,4.880
'0:45.428',4.840,4.880
'0:45.432',4.835,4.875
'0:45.436',4.835,4.870
'0:45.440',4.835,4.875
'0:45.444',4.865,4.875
'0:45.448',4.880,4.875
'0:45.452',4.870,4.870
'0:45.456',4.880,4.870
'0:45.460',4.905,4.885
'0:45.464',4.920,4.885
'0:45.468',4.915,4.880
'0:45.472',4.920,4.890
'0:45.476',4.935,4.900
'0:45.480',4.955,4.910
'0:45.484',4.950,4.905
'0:45.488',4.950,4.905
'0:45.492',4.955,4.915
'0:45.496',4.955,4.920
'0:45.500',4.945,4.925
'0:45.504',4.930,4.925
'0:45.508',4.940,4.940
'0:45.512',4.960,4.965
'0:45.516',4.960,4.950
'0:45.520',4.970,4.925
'0:45.524',4.985,4.920
'0:45.528',4.940,4.905
'0:45.532',4.905,4.915
'0:45.536',4.880,4.905
'0:45.540',4.870,4.910
'0:45.544',4.865,4.915
'0:45.548',4.860,4.905
'0:45.552',4.845,4.880
'0:45.556',4.825,4.885
'0:45.560',4.830,4.890
'0:45.564',4.830,4.885
'0:45.568',4.815,4.870
'0:45.572',4.820,4.890
'0:45.576',4.815,4.895
'0:45.580',4.820,4.885
'0:45.584',4.800,4.875
'0:45.588',4.795,4.880
'0:45.592',4.805,4.895
'0:45.596',4.810,4.890
'0:45.600',4.815,4.890
'0:45.604',4.795,4.865
'0:45.608',4.800,4.885
'0:45.612',4.795,4.895
'0:45.616',4.800,4.870
'0:45.620',4.800,4.855
'0:45.624',4.785,4.845
'0:45.628',4.765,4.810
'0:45.632',4.710,4.780
'0:45.636',4.665,4.770
'0:45.640',4.610,4.860
'0:45.644',4.595,4.995
'0:45.648',4.695,5.105
'0:45.652',4.855,5.205
'0:45.656',5.080,5.350
'0:45.660',5.430,5.475
'0:45.664',5.785,5.480
'0:45.668',5.920,5.150
'0:45.672',5.710,4.815
'0:45.676',5.190,4.775
'0:45.680',4.740,4.830
'0:45.684',4.595,4.815
'0:45.688',4.655,4.825
'0:45.692',4.740,4.835
'0:45.696',4.750,4.830
'0:45.700',4.745,4.835
'0:45.704',4.740,4.830
'0:45.708',4.750,4.840
'0:45.712',4.750,4.840
'0:45.716',4.740,4.830
'0:45.720',4.735,4.825
'0:45.724',4.730,4.840
'0:45.728',4.740,4.840
'0:45.732',4.740,4.835
'0:45.736',4.745,4.830
'0:45.740',4.745,4.820
'0:45.744',4.750,4.835
'0:45.748',4.760,4.830
'0:45.752',4.750,4.825
'0:45.756',4.745,4.825
'0:45.760',4.750,4.835
'0:45.764',4.765,4.830
'0:45.768',4.755,4.825
'0:45.772',4.745,4.820
'0:45.776',4.755,4.840
'0:45.780',4.755,4.835
'0:45.784',4.745,4.825
'0:45.788',4.730,4.815
'0:45.792',4.750,4.835
'0:45.796',4.760,4.835
'0:45.800',4.755,4.830
'0:45.804',4.745,4.810
'0:45.808',4.755,4.820
'0:45.812',4.765,4.835
'0:45.816',4.760,4.830
'0:45.820',4.750,4.810
'0:45.824',4.745,4.825
'0:45.828',4.755,4.825
'0:45.832',4.755,4.815
'0:45.836',4.750,4.810
'0:45.840',4.735,4.810
'0:45.844',4.735,4.810
'0:45.848',4.745,4.810
'0:45.852',4.740,4.795
'0:45.856',4.745,4.800
'0:45.860',4.760,4.805
'0:45.864',4.760,4.800
'0:45.868',4.745,4.775
'0:45.872',4.740,4.765
'0:45.876',4.745,4.770
'0:45.880',4.755,4.765
'0:45.884',4.745,4.745
'0:45.888',4.730,4.735
'0:45.892',4.735,4.740
'0:45.896',4.745,4.740
'0:45.900',4.745,4.740
'0:45.904',4.740,4.715
'0:45.908',4.735,4.730
'0:45.912',4.740,4.740
'0:45.916',4.750,4.745
'0:45.920',4.735,4.745
'0:45.924',4.745,4.765
'0:45.928',4.755,4.785
'0:45.932',4.765,4.785
'0:45.936',4.765,4.780
'0:45.940',4.780,4.790
'0:45.944',4.800,4.815
'0:45.948',4.800,4.835
'0:45.952',4.800,4.830
'0:45.956',4.810,4.840
'0:45.960',4.835,4.865
'0:45.964',4.845,4.865
'0:45.968',4.845,4.865
'0:45.972',4.840,4.870
'0:45.976',4.855,4.890
'0:45.980',4.865,4.890
'0:45.984',4.855,4.880
'0:45.988',4.855,4.875
'0:45.992',4.850,4.890
'0:45.996',4.860,4.895
'0:46.000',4.855,4.895
'0:46.004',4.855,4.870
'0:46.008',4.855,4.880
'0:46.012',4.870,4.895
'0:46.016',4.860,4.895
'0:46.020',4.850,4.880
'0:46.024',4.850,4.890
'0:46.028',4.870,4.895
'0:46.032',4.860,4.885
'0:46.036',4.850,4.875
'0:46.040',4.845,4.885
'0:46.044',4.855,4.885
'0:46.048',4.850,4.880
'0:46.052',4.835,4.875
'0:46.056',4.830,4.865
'0:46.060',4.830,4.885
'0:46.064',4.840,4.885
'0:46.068',4.825,4.865
'0:46.072',4.810,4.860
'0:46.076',4.825,4.860
'0:46.080',4.815,4.870
'0:46.084',4.815,4.860
'0:46.088',4.815,4.860
'0:46.092',4.825,4.865
'0:46.096',4.825,4.865
'0:46.100',4.820,4.870
'0:46.104',4.800,4.845
'0:46.108',4.800,4.855
'0:46.112',4.785,4.870
'0:46.116',4.785,4.850
'0:46.120',4.785,4.845
'0:46.124',4.790,4.845
'0:46.128',4.805,4.860
'0:46.132',4.795,4.850
'0:46.136',4.780,4.840
'0:46.140',4.775,4.855
'0:46.144',4.795,4.855
'0:46.148',4.795,4.855
'0:46.152',4.790,4.845
'0:46.156',4.775,4.840
'0:46.160',4.795,4.860
'0:46.164',4.800,4.850
'0:46.168',4.785,4.850
'0:46.172',4.785,4.855
'0:46.176',4.800,4.870
'0:46.180',4.810,4.865
'0:46.184',4.810,4.860
'0:46.188',4.795,4.850
'0:46.192',4.800,4.860
'0:46.196',4.800,4.860
'0:46.200',4.795,4.855
'0:46.204',4.805,4.850
'0:46.208',4.830,4.845
'0:46.212',4.840,4.865
'0:46.216',4.855,4.860
'0:46.220',4.855,4.860
'0:46.224',4.870,4.870
'0:46.228',4.880,4.880
'0:46.232',4.895,4.885
'0:46.236',4.890,4.885
'0:46.240',4.885,4.890
'0:46.244',4.900,4.905
'0:46.248',4.905,4.890
'0:46.252',4.895,4.885
'0:46.256',4.875,4.900
'0:46.260',4.895,4.910
'0:46.264',4.905,4.920
'0:46.268',4.900,4.910
'0:46.272',4.890,4.920
'0:46.276',4.920,4.925
'0:46.280',4.935,4.910
'0:46.284',4.925,4.890
'0:46.288',4.875,4.895
'0:46.292',4.860,4.905
'0:46.296',4.865,4.900
'0:46.300',4.855,4.900
'0:46.304',4.830,4.865
'0:46.308',4.805,4.875
'0:46.312',4.795,4.880
'0:46.316',4.775,4.860
'0:46.320',4.750,4.855
'0:46.324',4.750,4.855
'0:46.328',4.760,4.870
'0:46.332',4.765,4.855
'0:46.336',4.745,4.850
'0:46.340',4.740,4.845
'0:46.344',4.750,4.855
'0:46.348',4.750,4.860
'0:46.352',4.735,4.845
'0:46.356',4.725,4.855
'0:46.360',4.735,4.860
'0:46.364',4.735,4.850
'0:46.368',4.735,4.840
'0:46.372',4.730,4.820
'0:46.376',4.725,4.800
'0:46.380',4.685,4.780
'0:46.384',4.640,4.735
'0:46.388',4.595,4.740
'0:46.392',4.540,4.840
'0:46.396',4.540,4.975
'0:46.400',4.565,5.020
'0:46.404',4.815,5.165
'0:46.408',5.075,5.295
'0:46.412',5.435,5.410
'0:46.416',5.760,5.385
'0:46.420',5.875,5.090
'0:46.424',5.670,4.790
'0:46.428',5.195,4.715
'0:46.432',4.750,4.755
'0:46.436',4.540,4.765
'0:46.440',4.585,4.795
'0:46.444',4.655,4.800
'0:46.448',4.670,4.810
'0:46.452',4.665,4.790
'0:46.456',4.670,4.795
'0:46.460',4.690,4.805
'0:46.464',4.690,4.795
'0:46.468',4.670,4.790
'0:46.472',4.655,4.790
'0:46.476',4.665,4.800
'0:46.480',4.675,4.800
'0:46.484',4.675,4.790
'0:46.488',4.655,4.790
'0:46.492',4.680,4.810
'0:46.496',4.680,4.800
'0:46.500',4.675,4.795
'0:46.504',4.660,4.775
'0:46.508',4.665,4.790
'0:46.512',4.675,4.805
'0:46.516',4.670,4.800
'0:46.520',4.665,4.785
'0:46.524',4.665,4.800
'0:46.528',4.675,4.805
'0:46.532',4.675,4.795
'0:46.536',4.660,4.780
'0:46.540',4.640,4.785
'0:46.544',4.645,4.800
'0:46.548',4.650,4.795
'0:46.552',4.650,4.780
'0:46.556',4.645,4.780
'0:46.560',4.655,4.795
'0:46.564',4.655,4.805
'0:46.568',4.655,4.785
'0:46.572',4.645,4.775
'0:46.576',4.635,4.780
'0:46.580',4.645,4.775
'0:46.584',4.640,4.775
'0:46.588',4.640,4.770
'0:46.592',4.660,4.785
'0:46.596',4.665,4.775
'0:46.600',4.670,4.770
'0:46.604',4.640,4.760
'0:46.608',4.640,4.765
'0:46.612',4.665,4.770
'0:46.616',4.650,4.750
'0:46.620',4.650,4.730
'0:46.624',4.640,4.740
'0:46.628',4.645,4.740
'0:46.632',4.640,4.725
'0:46.636',4.625,4.715
'0:46.640',4.625,4.710
'0:46.644',4.630,4.705
'0:46.648',4.635,4.705
'0:46.652',4.625,4.685
'0:46.656',4.605,4.680
'0:46.660',4.620,4.690
'0:46.664',4.615,4.685
'0:46.668',4.610,4.670
'0:46.672',4.605,4.675
'0:46.676',4.600,4.690
'0:46.680',4.615,4.695
'0:46.684',4.620,4.680
'0:46.688',4.605,4.690
'0:46.692',4.625,4.720
'0:46.696',4.635,4.725
'0:46.700',4.640,4.730
'0:46.704',4.655,4.745
'0:46.708',4.680,4.765
'0:46.712',4.695,4.775
'0:46.716',4.700,4.775
'0:46.720',4.715,4.775
'0:46.724',4.720,4.805
'0:46.728',4.740,4.820
'0:46.732',4.740,4.820
'0:46.736',4.740,4.810
'0:46.740',4.740,4.815
'0:46.744',4.755,4.830
'0:46.748',4.760,4.835
'0:46.752',4.750,4.830
'0:46.756',4.750,4.820
'0:46.760',4.755,4.825
'0:46.764',4.765,4.825
'0:46.768',4.750,4.820
'0:46.772',4.750,4.820
'0:46.776',4.765,4.825
'0:46.780',4.770,4.820
'0:46.784',4.765,4.820
'0:46.788',4.760,4.815
'0:46.792',4.745,4.845
'0:46.796',4.755,4.835
'0:46.800',4.760,4.830
'0:46.804',4.740,4.805
'0:46.808',4.735,4.820
'0:46.812',4.745,4.825
'0:46.816',4.740,4.815
'0:46.820',4.730,4.800
'0:46.824',4.730,4.810
'0:46.828',4.740,4.820
'0:46.832',4.745,4.820
'0:46.836',4.740,4.805
'0:46.840',4.730,4.795
'0:46.844',4.730,4.805
'0:46.848',4.735,4.810
'0:46.852',4.730,4.795
'0:46.856',4.720,4.795
'0:46.860',4.725,4.805
'0:46.864',4.720,4.805
'0:46.868',4.710,4.795
'0:46.872',4.700,4.785
'0:46.876',4.720,4.795
'0:46.880',4.710,4.810
'0:46.884',4.700,4.800
'0:46.888',4.700,4.795
'0:46.892',4.710,4.805
'0:46.896',4.725,4.805
'0:46.900',4.725,4.795
'0:46.904',4.705,4.785
'0:46.908',4.715,4.800
'0:46.912',4.725,4.805
'0:46.916',4.715,4.800
'0:46.920',4.715,4.785
'0:46.924',4.715,4.800
'0:46.928',4.740,4.815
'0:46.932',4.725,4.810
'0:46.936',4.720,4.800
'0:46.940',4.715,4.800
'0:46.944',4.725,4.815
'0:46.948',4.735,4.815
'0:46.952',4.720,4.800
'0:46.956',4.720,4.815
'0:46.960',4.730,4.815
'0:46.964',4.725,4.815
'0:46.968',4.730,4.795
'0:46.972',4.730,4.805
'0:46.976',4.750,4.815
'0:46.980',4.775,4.820
'0:46.984',4.785,4.805
'0:46.988',4.780,4.800
'0:46.992',4.800,4.815
'0:46.996',4.805,4.830
'0:47.000',4.810,4.825
'0:47.004',4.810,4.810
'0:47.008',4.830,4.830
'0:47.012',4.840,4.855
'0:47.016',4.850,4.850
'0:47.020',4.845,4.830
'0:47.024',4.840,4.845
'0:47.028',4.840,4.865
'0:47.032',4.835,4.860
'0:47.036',4.835,4.865
'0:47.040',4.835,4.870
'0:47.044',4.850,4.880
'0:47.048',4.865,4.860
'0:47.052',4.880,4.835
'0:47.056',4.840,4.835
'0:47.060',4.815,4.840
'0:47.064',4.795,4.850
'0:47.068',4.790,4.835
'0:47.072',4.780,4.825
'0:47.076',4.770,4.830
'0:47.080',4.755,4.835
'0:47.084',4.740,4.820
'0:47.088',4.710,4.815
'0:47.092',4.710,4.825
'0:47.096',4.715,4.825
'0:47.100',4.715,4.820
'0:47.104',4.695,4.800
'0:47.108',4.705,4.810
'0:47.112',4.710,4.830
'0:47.116',4.705,4.815
'0:47.120',4.695,4.805
'0:47.124',4.690,4.800
'0:47.128',4.710,4.810
'0:47.132',4.700,4.810
'0:47.136',4.695,4.805
'0:47.140',4.695,4.800
'0:47.144',4.695,4.795
'0:47.148',4.695,4.770
'0:47.152',4.655,4.730
'0:47.156',4.600,4.695
'0:47.160',4.590,4.700
'0:47.164',4.545,4.745
'0:47.168',4.490,4.870
'0:47.172',4.540,5.010
'0:47.176',4.715,5.115
'0:47.180',4.930,5.245
'0:47.184',5.225,5.370
'0:47.188',5.570,5.430
'0:47.192',5.830,5.325
'0:47.196',5.835,4.970
'0:47.200',5.795,4.855
'0:47.204',4.955,4.695
'0:47.208',4.585,4.740
'0:47.212',4.535,4.750
'0:47.216',4.590,4.750
'0:47.220',4.640,4.745
'0:47.224',4.635,4.750
'0:47.228',4.665,4.770
'0:47.232',4.665,4.745
'0:47.236',4.660,4.730
'0:47.240',4.645,4.750
'0:47.244',4.655,4.765
'0:47.248',4.660,4.755
'0:47.252',4.645,4.740
'0:47.256',4.635,4.740
'0:47.260',4.645,4.745
'0:47.264',4.640,4.755
'0:47.268',4.645,4.750
'0:47.272',4.640,4.740
'0:47.276',4.650,4.765
'0:47.280',4.660,4.770
'0:47.284',4.670,4.760
'0:47.288',4.655,4.745
'0:47.292',4.660,4.750
'0:47.296',4.675,4.765
'0:47.300',4.670,4.755
'0:47.304',4.645,4.740
'0:47.308',4.655,4.755
'0:47.312',4.655,4.755
'0:47.316',4.655,4.755
'0:47.320',4.650,4.745
'0:47.324',4.650,4.750
'0:47.328',4.650,4.770
'0:47.332',4.655,4.755
'0:47.336',4.645,4.745
